,AICAR,Camptothecin,Vinblastine,Cisplatin,Cytarabine,Docetaxel,Methotrexate,ATRA,Gefitinib,ABT-263,Vorinostat,Nilotinib,RDEA119,CI-1040,temsirolimus,AZD-2281,ABT-888,Bosutinib,lenalidomide,Axitinib,AZD7762,GW 441756,CEP-701,SB 216763,17-AAG,VX-702,AMG-706,KU-55933,Elesclomol,BIBW2992,GDC-0449,PLX4720,BX-795,NU-7441,SL 0101-1,BIRB 0796,JNK Inhibitor VIII,681640,Nutlin-3,PD173074,ZM-447439,RO-3306,MK-2206,PD-0332991,NVP-BEZ235,GDC-0941,AZD8055,PD-0325901,SB590885,AZD6244,AZD6482,CCT007093,EHT 1864,BMS-708163,PF-4708671,JNJ-26854165,TW 37,CCT018159,AG-014699,Doxorubicin,etoposide,Gemcitabine,Mitomycin-C,Vinorelbine,NSC-87877,Bicalutamide,QS11,Midostaurin,CHIR-99021,AP-24534,JNK-9L,PF-562271,DMOG,FTI-277,OSU-03012,shikonin,AKT inhibitor VIII,embelin,FH535,pac-1,IPA-3,GSK-650394,BAY 61-3606,thapsigargin,Obatoclax Mesylate,BMS-754807,OSI-906,Bexarotene,Bleomycin,LFM-A13,AUY922,Bryostatin 1,Pazopanib,LAQ824,Epothilone B,GSK-1904529A,Tipifarnib,AS601245
ES6,4.346744896,-1.055273487,-0.938851731,1.328432556,-0.14180236,-1.584900385,-0.368185307,2.08331975,1.60697427,1.976788616,0.286974411,2.30914072,2.62757716,1.814221334,-0.574438705,2.622454223,2.801418727,1.122254291,2.580249485,1.074014162,-0.354723916,1.894470269,0.552085568,3.164418124,0.652881409,2.306885863,1.327588722,2.388393383,-1.398317052,1.761583106,3.037563746,2.293246411,0.835266851,1.768744188,3.019095373,2.203414769,2.493159978,2.02811571,2.820502061,2.211913043,2.485359615,1.471930401,1.474444966,0.683961694,-1.032332315,0.941073581,0.134739429,0.805972385,2.532699016,2.565537759,1.242205412,2.454875182,2.213757057,1.868499024,2.576999225,1.265405569,-0.427890375,1.188568886,2.71737319,-0.862884506,1.29299456,-3.232371747,-0.127484105,-1.372608556,3.017557102,1.902674526,1.093434509,0.613488728,1.747333035,-0.198628056,-0.391442211,1.063558523,3.549195652,0.962666269,0.294439933,0.896444612,0.933689707,0.979965521,0.480999379,0.172338908,2.054894307,0.938142962,0.094003909,-3.853657798,-0.842835735,-0.66954442,-0.040646055,1.196379238,-0.391211601,2.539122232,-1.899445546,-0.71180909,0.780092777,-1.586207177,-1.949189202,1.474337261,-0.268131242,0.674247829
ES7,3.376738182,-4.594713147,-2.240123944,0.272799473,-0.58978841,-3.321126773,-0.828686855,2.159898027,1.700395356,0.107042298,0.189694618,1.257971316,2.483767057,1.088930441,-1.066246371,0.780732927,2.692883324,0.789662022,2.717125642,0.04662933,-0.79558189,1.208979859,-1.02315437,2.734377991,1.054278518,1.836262214,1.108528848,1.07143923,-2.444638861,1.292901621,1.763952182,2.33720787,-0.077969757,0.539989599,2.656277077,2.327089243,2.613881684,0.479307368,2.224295647,2.234003432,0.834460366,1.761306026,1.464586482,-0.563690351,-1.742574037,-0.465991899,-0.562525574,1.216567417,2.369447286,2.510600376,-0.087497178,2.23745477,0.851663205,2.469894823,2.630968132,0.755199452,-1.258013877,1.127523151,0.312491383,-1.289007303,-0.115131033,-1.704168941,-2.437340977,-2.41385824,2.085651043,1.769220609,1.288124816,0.187091891,2.332191768,0.112410178,-0.488725044,2.163529163,2.679180899,1.670219273,1.578999191,-0.260832489,0.128758325,0.819616615,1.044763995,0.828663403,2.007644805,3.069827917,0.03644773,-1.675330919,-2.072799835,0.531364944,1.178931023,1.2639585,-0.423040609,1.672442426,-1.471826171,-0.028546176,1.736211622,-1.003193327,-2.231267377,0.519590352,0.168524499,0.481834962
ES8,3.942742454,-3.544852707,-2.557404292,0.564229311,-0.907639421,-3.074624265,0.543620735,3.029830264,1.354726047,-0.104236756,-0.050669571,1.92119762,2.268295758,1.759021637,-1.911913707,1.55376147,1.852825337,1.53716013,2.435088726,0.633403736,-0.875037368,0.511676638,-0.878546033,2.795569215,-1.0075037,1.886202605,1.078091319,1.833666436,-2.903298567,0.937213138,2.540597964,2.71111631,0.05235116,1.637817865,2.862581287,1.897186346,1.999865288,1.023189548,2.078265865,1.607803339,1.316128559,1.075297068,0.238018999,-0.137544971,-1.588862453,-0.384611627,-0.331295465,-0.562760093,1.415098191,1.802098004,2.020331255,2.081966054,1.239583722,2.59007366,1.892135067,0.567851761,-0.923478575,1.184843074,0.76712431,-1.676294184,-0.847057946,-3.107799587,-2.766608721,-2.565519519,3.036182255,1.99835568,2.342891916,0.087440851,1.443754244,1.567400489,-0.870796917,0.733525117,2.827990601,1.268636286,1.434312682,-0.109140375,2.279166149,1.147630551,0.951726391,2.127402811,2.467355937,0.85326358,0.77689029,-1.74230434,-0.934291639,-0.999318986,0.584192525,1.618258544,0.145672792,2.36043003,-1.451269276,-0.505536149,2.141610321,-1.750811734,-2.782771425,1.730616607,1.018982971,1.032739249
ESS-1,3.196377855,-2.923698247,-2.485080798,0.431409029,0.684553637,-2.689263914,0.011533993,2.891481848,1.306805993,0.720653063,0.646133341,2.267643014,1.018157812,1.366166232,-0.28607629,2.063499418,2.636659127,1.822097699,2.704809485,0.499141162,-0.615929897,2.277663056,-0.070882505,2.933039053,-0.390029451,2.336838719,1.933645368,2.213853471,-1.44329172,1.793997978,3.052039215,2.76872113,1.653564948,1.564158915,2.253027702,2.735881084,2.469648143,0.395130674,2.303326386,1.48395645,0.705689447,1.889561438,0.948757119,1.822884641,-0.869072334,0.776605827,0.362690613,0.29239788,2.572942914,1.993889396,1.055669081,2.609779772,2.743059537,1.936043108,2.805648321,0.98961815,-0.851167241,1.574753963,1.087535487,-1.95515858,-0.275089508,-4.543868121,-1.856281452,-2.039244506,3.063651381,1.968739402,1.342210983,0.031884598,1.645483162,-0.320382514,-0.181109919,0.829993213,2.295603761,1.765271569,0.64689162,1.533262337,2.0129293,0.974119049,0.867835897,1.004512279,2.6618304,1.324437915,0.610276686,-2.120052811,-1.13991835,0.285692373,2.269523075,2.619522735,-0.727140988,2.437140767,-1.104131182,-0.538641983,0.205194588,-1.611493539,-2.819369855,1.74807177,1.389708033,0.812103321
EW-1,3.27173229,-2.750377834,-2.501986579,0.92849207,-0.858168936,-2.424607463,-0.773794204,2.788520615,1.437043091,1.191623714,-0.023529641,2.321116825,2.157451212,1.641522397,-0.696929293,0.919123904,2.303731582,1.698173506,2.604504832,0.656111691,-0.723418216,1.15038919,0.032782285,2.969564087,1.638257371,2.361242161,1.242024023,2.388207939,-2.28091983,1.662464076,2.684716851,2.391576327,1.33871274,1.530611837,2.556140061,2.732475781,1.235233829,0.960251591,2.775919126,1.797102315,1.557943726,2.106900203,1.258594529,0.990946223,-0.920097592,0.86746501,0.207771257,0.565372808,2.583304747,2.348762274,1.66033082,2.337999589,1.747334773,2.355631945,2.512057,1.266852204,-0.644352734,2.53139179,1.756746368,-1.21218886,0.16389796,-2.65301292,-1.055185325,-2.405217951,2.368553943,1.876417516,1.237411815,-0.274453266,2.655990877,0.05739245,-0.262691269,0.532173601,2.990001551,1.47311646,0.477604065,-0.073708025,1.302872588,1.45586802,1.185095399,0.530303094,1.152376956,1.829064217,0.068356649,-2.410898957,-2.186487707,-2.39821061,-1.06626244,2.15846225,0.259554794,2.432665363,-1.549435029,-0.289839886,2.053974472,-1.122687716,-2.720450167,0.881660359,1.089398176,1.248437684
EW-11,3.035757081,-2.575204286,-2.145612779,1.321755712,0.084176694,-2.675076382,-0.223757637,1.897223696,0.616224349,0.291495416,0.133621555,1.68336059,1.971022923,1.634690076,-1.806953851,0.705924834,2.322766275,0.497312348,1.936682824,0.559932835,-0.24928981,1.776743024,-0.878350167,2.646394272,1.723413398,1.306306989,1.972015286,3.004046635,-2.310169564,0.962678429,1.357975872,2.503396733,1.019629202,1.790161854,2.439013011,2.568844477,2.707538157,1.065696554,2.847402261,2.102303196,2.161896216,2.72705014,0.64526345,0.655360362,-1.013787072,1.077273108,0.20881921,1.100699387,2.553102605,2.693489165,2.215430561,2.764968825,2.544505312,1.172695423,2.450914851,1.345184597,-0.362341441,0.96243783,0.352740927,-0.466535201,0.678121736,-0.36299462,-0.289580178,-1.369798671,2.372400489,1.931786154,2.584037836,1.51752307,2.742253053,1.671518248,0.082276655,1.255171854,3.021775838,1.784325371,2.265073728,-0.349540611,1.031511499,1.766843281,1.557977167,1.474117943,2.4689207,3.472537464,0.977895239,-1.261389648,0.714412686,-1.253354332,-0.546188284,2.485878597,0.807056384,2.50771362,-1.122910075,-0.708626146,2.113184879,-1.312578201,-1.294855078,1.716934593,1.589045726,2.728532387
EW-13,3.474553025,-0.275406109,-0.234992836,1.791145966,2.110828831,-0.573937095,0.860901083,2.71457894,1.46026004,-0.179628106,0.117948301,0.836687428,2.338631921,2.736657168,-0.351763764,1.792885749,2.115988684,1.961856703,2.338481221,2.220292755,1.187056239,1.551814963,0.312744577,2.787187331,1.845828853,0.924021009,2.307789196,2.926639724,-1.354023358,1.261602887,2.178350766,2.78205397,1.429607535,2.098292052,2.999371889,2.667806727,3.056301381,2.042069157,2.8450701,1.844408275,1.867054127,2.804178234,1.350142937,2.196106461,-1.217955857,0.190132387,0.0805043,1.31542891,2.492018652,2.301458485,1.523556732,2.787546493,3.161005872,2.648825886,3.03669646,2.727453165,1.120455877,2.705873941,2.339860975,-2.016532207,-1.051321407,-4.94998384,-1.279788968,-2.179333574,0.713382973,2.097874695,-0.384216854,-0.361028134,2.508426732,-0.1753629,-0.527171397,0.213427943,1.591600246,2.092434288,0.297589871,-0.573909735,2.216518302,0.985547508,0.780929228,1.892099889,0.623402368,0.479371209,0.168299969,-2.636543604,-1.355999832,-0.041434299,1.803602834,-0.314169497,-0.534491865,1.706012956,-2.285724865,-1.647324136,1.198807813,-2.038399369,-3.04440345,1.745282297,0.811368494,2.748971588
EW-16,4.712312276,-3.915611643,-2.106101101,1.391640209,-0.575311637,-2.773532678,-0.048296152,2.049553788,0.597230914,-0.089759984,0.240814987,2.00231992,1.212424682,0.907650278,-1.544140979,0.864428857,2.47953008,0.15828123,1.584200736,0.760108282,-0.269427176,1.765488282,-0.646678381,1.958126114,0.262154915,0.924015797,0.650895815,2.225178568,-2.793501104,1.436078523,1.839429958,1.670065967,0.634545062,1.859433127,2.471362304,1.948875207,2.277732543,0.481467549,1.665709125,1.124460941,0.508733425,2.156739838,0.507692421,-0.219308725,-1.743733603,0.267598797,0.157884719,0.058868617,1.244732717,1.178831136,2.148741152,3.051160637,1.801895188,1.364286605,2.233066659,0.757466469,-0.73217533,1.947105891,1.57284133,-2.718511476,-1.667929238,-4.638519129,-3.508706377,-2.361755062,3.014976958,1.916342642,0.918339568,-0.502649828,1.855770287,0.975361999,-0.345974185,0.309593336,2.575791452,1.443610058,0.124568252,-0.524111358,0.862152285,0.630709373,0.662269553,0.840457973,1.394942584,0.759436429,0.225409259,-3.22297926,-1.407914526,-1.678725365,-0.726384013,1.550807399,-2.164118067,1.937823715,-2.125517539,-0.609974851,1.644531623,-1.881463149,-2.973277305,0.963541806,0.555498689,0.700105722
EW-18,3.818890788,-0.665672684,-2.156011092,1.697537699,0.845716845,-2.207906242,0.191651983,2.343932485,1.00092935,-1.41335667,-0.19306344,1.044817847,2.014620443,2.826508354,-0.755742754,1.598660137,2.163449253,0.979571616,1.680489903,0.713090259,-0.036262721,2.297653631,-0.356435036,2.412176217,1.366710837,1.130111112,2.130120626,1.656921176,-1.114857387,1.218787531,1.437624177,1.789760566,0.521747059,1.403907291,2.36851225,3.061941998,3.064300217,1.188139804,2.048721246,1.726848233,0.654567775,2.259156031,-0.129854919,1.659095254,-1.595656991,-0.860244864,-0.639098639,1.252567824,2.288080044,1.65875607,1.260800404,2.586561521,2.611862214,2.79519051,2.421876619,1.921842547,-0.185552752,2.092920264,1.639700531,-0.600502889,1.514997648,-1.138155114,0.595364316,-2.152083332,2.766055865,2.110094005,1.258136782,-0.491696921,2.323794685,1.204064079,-0.066967341,0.484755158,3.178066697,1.145253658,0.553293341,-0.276859692,1.307698469,1.021553126,0.981336589,1.756116641,1.793930228,1.909037374,0.660839855,-2.675207973,-0.885201162,-1.145275807,-0.568618291,2.43882887,1.87995441,2.982549058,-0.974520337,-0.26542689,2.525283872,-1.379866051,-2.580275108,2.251626668,-0.339221774,1.270055994
EW-22,3.856425123,-3.254478205,-1.532395919,0.317239524,-0.175473645,-1.806724109,-0.661633746,2.592108764,1.479962243,-0.330956716,0.285302377,2.320578734,1.985039777,1.54127811,-0.506999721,0.63934749,2.736301481,1.150763118,2.640982528,1.561187906,-0.233771165,1.78798213,-0.06426212,2.684642587,0.466632049,2.277173606,1.471907818,2.097964594,-1.126808303,1.621899669,3.142010266,2.152635755,0.592587438,1.329926095,2.648902757,2.478034804,2.616563452,1.033297318,2.913741612,2.031446314,0.503070659,2.597106625,0.792145752,0.865901984,-1.33537041,0.352310975,-0.164665793,1.348634198,2.651672252,2.500892591,1.388847695,1.62944597,1.364173689,2.466423941,1.822135483,1.043744706,-0.552691409,2.310001492,0.70317575,-1.011249352,0.273995286,-1.831852811,-1.147062973,-1.886612167,2.510225467,2.009225194,1.390304407,0.309589716,2.343325074,0.642419992,-0.174150325,1.106545664,2.813861775,1.636653481,1.111664339,-0.157887158,1.271571418,1.236775014,1.123929019,1.327338443,1.717558404,2.149911994,0.502367247,-1.91805437,-0.721264794,-0.821593668,0.090703816,1.895541611,0.561789571,2.422471254,-1.270973592,-0.370332963,2.07862825,-1.387191328,-2.046541098,1.507936172,0.861726273,1.652142256
EW-24,3.850551724,-1.617875496,-0.308272646,2.030780975,1.456841274,-0.259120065,0.152749621,2.321440374,1.162867339,0.423977816,0.624452058,2.138342255,2.57283825,2.198478578,0.197608767,2.247174281,2.287077692,1.053897642,2.26545417,1.554217045,1.018830534,2.016903963,0.679069801,2.368849263,1.673076062,2.116626662,1.905398421,2.348058717,0.607307849,1.374442582,2.367910318,2.522174758,2.01185225,1.988188412,2.836522316,2.846765151,2.438068854,1.981512872,2.779500319,2.148140373,2.510185625,2.500761869,2.617828118,2.710254669,-0.669962645,1.225328006,0.347418214,1.267560973,2.613167269,2.39530214,2.633920738,2.456307486,1.333557665,2.337159663,1.260144091,2.348562499,0.790902367,2.728419036,2.6224894,-0.013050549,2.316728713,1.768908351,-0.106256225,-0.56107503,2.799735836,1.957853811,2.364074195,1.328298793,2.505244656,1.664381487,2.031525356,2.472407216,3.359078031,1.931963346,2.074715508,1.164135913,2.30502882,1.696300828,2.68310171,1.694682213,3.070759913,2.50018556,1.741516529,-0.825463087,-0.468722743,2.470165388,2.662738944,2.971571831,1.979236734,3.240167767,-0.540451254,-0.071454037,2.696276467,0.314609437,-1.162868642,2.322294631,2.018262002,2.021946991
EW-3,3.370642424,-2.825973737,-1.833424534,0.388041685,-0.425933445,-1.47977984,-0.916009144,2.912050469,1.49264842,-1.666136905,-0.231660928,2.119497349,2.751991238,2.484019382,-0.560039238,1.214851086,1.603507298,0.851762224,2.5742167,1.613792694,0.510603497,2.057168708,-0.036841201,3.064361018,0.915452378,1.874448859,1.712696748,3.113573966,-0.988043833,1.474241282,2.273673627,2.822984054,1.223827953,2.337445429,3.064899978,2.704723929,3.002774586,1.137829828,2.050264294,2.217835083,1.910094447,2.122442734,0.54237735,1.18755698,-0.902705835,-0.075608498,0.413219039,1.167098236,2.343206779,2.032054761,1.544368797,2.483686713,2.416563026,2.761797173,3.03082697,1.469011074,0.053061231,2.564948422,1.480857759,-0.55300801,1.156358568,-0.23689852,-1.20797273,-0.739372024,2.941496938,1.974004354,1.590884094,0.812797323,2.246879395,1.137236582,0.62665784,2.379614989,3.275535841,1.351277748,1.318890672,-0.141760668,0.751597413,1.748315844,1.639786521,1.666370121,1.470457274,2.574553278,0.692439122,-0.928162006,0.53269128,0.54584606,0.321896464,2.295229834,1.267205285,2.627600612,-0.757299266,0.006961741,2.724387915,-0.784605097,-0.561100219,1.880000011,1.490776176,1.662967424
EW-7,3.610653098,-2.612801593,-1.052251232,0.451105153,-0.395459869,-0.972991186,-1.062555302,2.05331999,1.148539095,-0.229599767,-0.019410792,1.991879047,2.164309156,2.516759106,-0.508770774,1.701472841,2.339236459,1.421850602,2.5985411,1.374079077,-0.576077733,2.345799952,0.158282098,2.782655902,1.49825299,1.280873836,2.344174822,2.131064782,-0.198972017,1.182263799,2.133766528,2.451723073,1.036650505,1.737190522,2.530530584,3.077434585,2.975326741,1.772490846,1.121216761,1.194383655,1.230735406,2.592999937,1.102221155,1.996099955,-1.516151134,0.004045453,-0.093748978,1.313660898,2.281420572,1.746891358,0.132625875,1.931320156,2.836203109,2.728760826,2.371418983,1.651809964,0.843726908,3.020577186,2.442379227,-1.513875865,-0.902895188,-5.588682928,-1.915748961,-1.777331058,3.325430197,1.84965021,2.262296849,-0.166244888,2.455198732,0.565485725,-0.250646546,1.304551571,2.862765428,1.803504249,1.445339419,0.110895359,1.549121903,1.365061821,2.158527394,1.009804592,2.480037336,2.673154195,0.296206643,-2.197598263,-2.755970678,-1.214620041,-0.72397281,2.695288013,0.485531242,1.643308215,-2.122655104,-0.107298532,2.830912968,-1.55937907,-2.648732513,1.789450046,2.215133337,1.72468675
FADU,3.155003488,-2.72056786,-1.78781927,2.153883483,-0.122018075,-2.744079261,1.130825092,2.954920546,-0.673340588,1.149552739,0.166426857,2.251789528,-0.114865679,0.623674237,-0.510192654,2.504920238,2.591225409,-0.047812782,2.67318807,1.150796993,-0.641253609,0.572188626,-0.564754373,2.839541097,-2.415676197,2.153014894,0.915878856,2.670137585,-2.449308396,-1.167126465,2.880291382,2.641637878,0.699123348,1.156963974,2.645490939,2.026104492,2.435896513,0.786483855,2.473511193,2.30070455,1.94815037,1.112336307,1.019637019,0.791905587,-0.113362586,0.16854882,0.44779192,-1.459834866,2.117109163,2.261109488,1.451972477,1.240163071,2.397079707,2.673539848,1.136695016,0.713184066,-0.279210962,0.436042083,0.89733535,-0.990620936,0.107731523,-0.976938923,-0.891811558,-1.314110392,2.974749563,1.988563643,3.074718507,0.073891297,2.605394267,1.683974682,-0.145672358,1.423494406,1.99959342,1.18249745,1.315727705,0.247086634,2.20080987,1.198070815,0.630977333,2.356110537,3.232442537,2.202649542,1.856969375,-0.772686753,-0.370095334,1.80947493,2.357062511,2.716111999,0.710771561,2.342815046,-1.171038155,-0.963506194,2.001727543,-0.918427296,-1.581601484,1.948592047,0.923452517,2.289356435
FTC-133,5.066713511,-2.340357808,-2.073469951,0.678548213,0.141633419,-3.215325689,0.400356974,2.472488864,1.053391255,0.657008075,0.680574197,2.250816708,0.657650831,1.311124618,-1.295990758,2.628922605,2.323579275,1.299515058,2.6196426,1.899274434,-0.519057039,2.388754282,-0.801275056,2.55149311,-0.781466016,0.994254244,1.61258883,2.71048224,-1.568483185,1.046912015,1.908256513,2.501975722,0.480179865,1.079457609,2.75784683,2.067071925,2.33030085,0.703347731,2.616781034,1.411932184,0.629207583,2.268042131,1.764153261,1.710303785,-1.600315667,1.514627629,1.057099695,-0.064222599,2.529765791,0.953498312,1.747899828,2.542682578,2.492158061,2.055563121,2.149904477,0.863883817,-0.217072542,0.926367936,1.755440445,-0.639468658,0.554983616,-1.058039508,-0.286326443,-0.509491269,3.136740102,1.8286347,2.810913273,1.409354212,2.035381891,1.705700264,0.912701557,1.928859009,3.99399702,0.494961512,2.845896996,0.759150229,1.240711585,1.801077846,0.828646466,2.135369944,3.287161905,2.822699591,2.278236759,0.866605107,0.562837831,1.150419156,1.794459198,1.532341632,0.111795217,2.921480305,0.404302105,-1.157686206,2.044025219,-1.097199408,-1.51632268,1.553062256,1.368276903,2.359229206
G-361,4.895855547,-1.143851755,-1.536118691,1.092378305,0.099413047,-2.084392023,-0.32217311,2.657211679,1.536579478,2.199059229,-0.737077646,2.454924692,-0.97801163,-0.015107802,-0.542403407,2.723614436,2.761435406,0.895846588,2.754068468,1.807908864,-0.987490541,1.265096786,-0.471464878,2.915849243,-0.294196294,2.327526577,1.905426216,2.287236209,-2.1254398,1.35545653,2.952058111,0.507909134,1.63379456,1.675282712,2.821597786,2.478562472,2.832927226,2.334714151,1.352080759,2.342428524,2.34714583,2.568107045,1.35304663,1.537748599,-1.016582192,0.647084012,-0.2575844,-3.594780938,1.46516279,2.533970631,0.943651086,2.528963649,1.274720317,1.699631867,1.945209327,1.028364167,-0.903259995,1.327793709,2.713467146,-1.554674792,-0.078900884,-1.676342825,-0.906822947,-2.452826181,3.114397388,1.251053005,0.312929152,-0.680833036,0.873065237,-0.08673382,-0.575440623,0.611786728,3.071031347,1.842230723,1.456241947,-0.324949554,1.979108183,0.770679444,0.247823632,0.074683016,2.924695821,0.570245158,0.633191366,-1.97192669,-2.906748602,0.015001834,1.799915674,1.675327879,-1.054006216,2.594268511,-1.57236404,-1.855924028,0.482990185,-2.065085027,-3.154084087,1.947079399,0.056499541,1.412243139
G-401,4.500984581,-1.717602972,-2.06193205,0.860414239,-0.120199249,-2.801556833,-0.194493572,2.478533809,1.362598937,2.415794759,0.578736484,1.925292148,0.293555709,1.203166827,-1.050789396,1.454990745,2.666885588,2.062980436,2.732186541,1.729569957,0.6847026,2.22378318,-0.357318391,2.702994134,-0.98493081,1.974390008,2.122167391,2.08924787,-2.265533211,0.223788906,2.22624867,2.818605497,0.408407056,1.031919301,3.027666609,1.825972474,3.047519512,0.66037212,0.526755777,0.393028689,1.103837164,2.133633634,0.113258789,0.28426919,-1.389167336,0.209954021,-0.50883505,-0.025531304,1.853256157,1.003197236,1.025288196,2.424707785,1.445272103,2.141099591,1.685217633,0.91799995,-0.337308272,1.047840971,1.239805212,-1.520026778,0.157434355,-1.25838129,-0.197587486,-2.103814541,3.262910032,1.765076137,2.04559172,-0.650938376,2.16386053,-0.028283862,-0.419798601,0.518261411,3.164093706,1.073035263,0.7150068,-0.629071214,1.274541388,0.919959487,-0.064839298,0.003030941,0.876922641,1.280591979,0.759570191,-1.600179733,-1.509676238,-1.168733355,-0.7392109,1.680984999,0.517183058,2.556384134,-1.989238102,-1.078417908,0.165603869,-1.78669879,-2.821193892,0.49315311,-0.298765072,0.450187488
